top10k,isbn,faust_number,title
11,11,47548764,tabita
10,10,38500775,den forsvundne soester
12,12,62591943,annas sang
13,13,39185474,kvaeler
14,14,52650690,ternet ninja 1
18,18,46282736,vinterland
20,20,47537339,ternet ninja 2
24,24,48671098,sallys far har mandeinfluenza
25,25,46897862,vaadeskud
30,30,61510141,vand til blomster
32,32,38380176,sallys far er en daarlig taber
33,33,46272048,offer 2117
31,31,38748424,kvinde set fra ryggen
36,36,27445098,ellen hillingsoe laeser ronja roeverdatter
38,38,47385555,skyggedanseren
40,40,39081253,sallys far bliver youtuber
42,42,53727999,sallys farboegerne
43,43,48487327,det er de danske som flygter
49,49,27444806,ellen hillingsoe laeser broedrene loevehjerte
52,52,61383921,imperiet
54,54,52557240,de syv soestre
58,58,46370678,det gyldne bur
62,62,134015012,skyggeriget
64,64,48295622,jeg kan se dig
65,65,61586725,barnet fra thy
68,68,27302963,otto er et naesehorn
72,72,54945094,moerket kalder
73,73,62267054,tre dage i april
76,76,54189141,maanesoesteren
78,78,134136391,11
79,79,29269815,den utrolige historie om den kaempestore paere
81,81,39055686,man skulle nok have vaeret der
82,82,48140122,forraederens boern
84,84,53802001,perlesoesteren
89,89,52970628,stormsoesteren
90,90,61431217,sallys far slaar til igen
91,91,53970303,villads fra valby i 0v
93,93,52386950,sallys far er sygt pinlig
95,95,54166265,kaerlighedsbrevet
97,97,54260180,sallys fars fede ferie
98,98,48039367,sallys far kringler julen
99,99,48004156,vaniljehuset
102,102,53259235,sallys far bander  ad helvede til
103,103,38714554,gopler aeldes baglaens
106,106,51363035,mimbo jimbo og den lange vinter
108,108,52263239,krokodillevogteren
109,109,51923367,sallys far gider ikke vaere voksen
110,110,61411437,vindens port
111,111,62600772,kryb
112,112,52889111,hvis der skulle komme et menneske forbi
114,114,47227232,sallys far kringler julen
115,115,48907431,bamser bomber og broedristere
121,121,48023738,verdens 100 klammeste dyr
122,122,51154355,den store prop og berta bog 2
124,124,39160358,undergravet
125,125,46746635,ternet ninja 2
127,127,47303087,flunkerne i hc andersens univers
129,129,39082713,gladiator
130,130,48106404,skammerens datter
131,131,47110173,stilleleg
135,135,62371455,noeglen til mord
145,145,28436246,karius og baktus
147,147,38808311,aarene
150,150,52445566,de stoerste fodboldlegender
151,151,38600443,moerket
153,153,62623357,hvor den sidste lygte lyser
155,155,54472404,da mumbo jumbo blev kaempestor
156,156,46718208,ternet ninja 2
163,163,54078714,en dag vil vi grine af det
164,164,38810928,vi er det liv vi lever
165,165,48488226,de stumme piger
167,167,62763671,sallys far faar fodboldfeber
169,169,48039383,en lykkelig slutning
170,170,51602099,dengang sallys far var dreng
173,173,39491923,det er de oproerske der svigter
175,175,134823658,atlas  historien om pa salt
178,178,54966563,flunkerne og fabeldyrene
179,179,51711610,broedrene loevehjerte
181,181,46955218,vitello oensker et oenske
184,184,26514053,min mormors gebis
185,185,47109345,hvor flodkrebsene synger
186,186,51975707,vitello gaar til pigefoedselsdag
188,188,38800329,den hemmelige arv
192,192,61395296,forsvundet i moerket
193,193,47364612,sallys far er langt ude i skoven
194,194,27302971,hodja fra pjort
199,199,53941079,omgivet af idioter
200,200,29302863,gummitarzan
201,201,47763231,det hele handler ikke om dig
204,204,47115523,flyvebogen  rejsen til monstrenes oe
205,205,53975542,glasvinge
206,206,46039696,om hundrede aar
208,208,27367992,da lille madsens hus blaeste vaek
210,210,55131562,vitello
211,211,54170238,villads fra valby som dyrepasser
212,212,47661404,moerket kalder
214,214,39098504,sallys far bliver youtuber
215,215,29572232,vitello passer mor
216,216,48015808,vitello begynder i skole
217,217,53462197,klovn
218,218,53681638,de 100 mest fantastiske fortidsdyr
219,219,48144853,hoejsangen fra palermovej
221,221,53284949,flunkernes danmarkshistorie
226,226,46718984,dengang sallys far var dreng
230,230,47186757,soldier blue
231,231,53970621,villads fra valby holder jul
234,234,48022456,aftentid og morgengry
236,236,48763987,stemmer fra graven
237,237,48275893,mysteriet i genbrugsen
238,238,48727204,brombaervinter
239,239,52384842,engletraeet
242,242,134005815,pige 1983
245,245,39490358,strik
249,249,62005424,skyggedalen
252,252,46938143,sallys far gider ikke vaere voksen
253,253,50507009,vitello goer en god gerning
254,254,51378040,vitello tigger en masse slik
256,256,48903576,kaerlighed
258,258,52090040,villads fra valby paa sommerferie
259,259,48698905,sallys far har mandeinfluenza
262,262,46807464,villads fra valby faar nye ideer
263,263,29249326,djaevelens laerling
266,266,38972618,stormfald
267,267,53749097,traktoren der saa gerne ville sove
268,268,46132718,find holger i eventyrland
270,270,48895999,bamser bomber og broedristere
272,272,48926533,groen aftensmad
273,273,46718992,sallys far er sygt pinlig
274,274,46499581,her var en mand
275,275,46712838,sallys far bander  ad helvede til
276,276,54467516,en dag vil vi grine af det
278,278,47039177,aftensmad
283,283,45937925,fodbold med flunkerne
284,284,46369998,gurli gris og den magiske enhjoerning
295,295,47892295,jan kjaers nomerne  skoenhedsdrikken
317,317,52304385,flunkerne hos dinosaurerne
324,324,54131623,paa sporet af flunkerne for fuld musik
337,337,53399169,jytte fra marketing er desvaerre gaaet for i dag
338,338,28280971,hvem har pruttet i lasseleifs bukser
347,347,28204787,villads fra valby i 0v
358,358,52423783,flunkerne i danmark
371,371,29088896,lyntyven
382,382,38276255,arabica
383,383,28487541,mere om os boern i bulderby
412,412,28720130,vi har det dejligt i bulderby
422,422,53530885,i ly for regnen
434,434,51214676,lasseleif og mormors nejhat
439,439,48148085,sommer i paris
441,441,52799171,superhelteflunkerne
444,444,47875668,vanaeret
446,446,53071066,flunkerne i middelalderen
452,452,29363153,bamse slut prut godnat
456,456,48254829,naeste
461,461,27404596,vitello oensker sig en hund
462,462,47864356,grydeklar
463,463,50699854,lasseleif og den virkelig vaemmelige makrelmad
465,465,48369456,en uventet forelskelse
473,473,50699935,lasseleif har verdens klammeste far
485,485,27262546,vitello ridser en bil
493,493,27654053,vitello moeder gud
498,498,46339231,saadan spiller du fortnite
506,506,48426255,biavlerens datter
510,510,53586910,gurli gris og de gyldne gummistoevler
517,517,51562577,godnat og sov godt
518,518,51989252,harry potter og de vises sten
521,521,38601571,det kolde guld
523,523,53342841,lasseleif samler paa det hele
549,549,51063376,wimpy kid bind 4
563,563,27487394,vitello bliver forretningsmand
567,567,54686307,ar
568,568,46957164,timeglasset
573,573,29299870,kick off
583,583,54862199,gurli gris  min mor
586,586,38808273,vejen til aebleriget
588,588,53614574,gurli gris paa cykeltur
590,590,54416199,gaabogen
611,611,61539093,nikis juleeventyr
614,614,47875161,gurli gris  min bedstefar
619,619,47875218,gurli gris  min bedstemor
624,624,27404588,vitello graver et hul
625,625,29363927,paa eventyr med prop  berta
633,633,134005963,det er de unge som forsvinder
636,636,52430119,wimpy kid bind 6
640,640,51980247,harry potter og de vises sten
646,646,27262481,vitello vil have en far
650,650,48787533,gurli gris faar besoeg af laegen
651,651,53746756,egostrik
653,653,52087546,elsk dig selv og bliv elsket
654,654,27487475,vitello gaar med kniv
656,656,61343164,undervejs
658,658,28659474,lasseleif vil ikke tale menneskesprog
662,662,28279957,lasseleif og den sidste sut
666,666,46611012,min mors hemmeligheder
670,670,29256527,lasseleif gider ikke lege med faetter finn
672,672,53614582,gurli gris paa hospitalet
677,677,51869133,lasseleif og de hemmelige kaeledyr
687,687,53858198,wimpy kid bind 10
695,695,53232698,wimpy kid bind 8
697,697,62413913,en fransk affaere
702,702,55107289,naar krigen slutter
705,705,53965415,lyntyven
715,715,135229989,reserven
717,717,135639443,troskyldigheden selv
720,720,54862210,gurli gris foerste kaeledyr
721,721,46960165,en utrolig venlig ven
724,724,46960181,mimbo jimbos lille abc
725,725,48658539,stoerst af alt
726,726,38202715,den soergmodige buschauffoer fra alster
730,730,48047149,huset i chelsea
732,732,54138199,mercedessnittet
733,733,48616852,mindernes laengsel
746,746,48858392,lasseleif er med far paa arbejde
752,752,27886310,fire historier om drengen vitello
774,774,54446039,minecraft  oeen
778,778,61418636,du kan alt bind 1
786,786,39280167,manden i tre dele
788,788,47112133,jeg loeb mod nilen
795,795,39273586,niki topgaard og vennerne  niki og kasper i skoven
796,796,51796527,hest hest tiger tiger
799,799,46527178,koldbrand
804,804,38201107,skjult
808,808,54259271,gurli gris har gymnastik
819,819,54240236,minecraft  oeen
823,823,28340672,madicken og junibakkens pims
824,824,54945086,mirakelbarnet
833,833,52579864,naar voksne leger 1
841,841,55131570,vitello
846,846,46208781,mugge og hans maerkelige hjerne
848,848,54587945,lupus
854,854,46957024,sommerens hemmeligheder
860,860,47377781,robin hood
868,868,62912588,naja munster   paa en oede oe
872,872,47810604,sidste tog til london
876,876,61989838,den barmhjertige samaritaner
884,884,47000629,fodboldhelte
886,886,47559634,kvalitative metoder
890,890,48198422,velkommen til flanagans
899,899,54220243,havets boern
903,903,48787525,gurli gris paa mudderfestival
906,906,38323377,gurli gris paa togtur
917,917,38527088,wimpy kid del 3
920,920,29769427,pi er 100 aar
921,921,61985867,under sneen
926,926,53826571,gummitarzan
930,930,47582881,disneys godnathistorier
931,931,52652421,papmachereglen
932,932,54643144,i dine oejne
933,933,46835468,mester jakob
935,935,38950606,vores kort over kaerligheden
944,944,53826377,mugge  vejfesten
945,945,39457431,sommerfugleaesken
949,949,47840716,mysteriet amy snow
951,951,47183049,kommissaeren
954,954,29523606,soeg og find hjemme hos peddersen og findus
955,955,47493455,disneys julekalender
958,958,46790448,min mands elskerinde
960,960,38323326,gurli gris nye ven
962,962,62493097,under magnoliatraeerne
966,966,27900070,han er her endnu  emil fra loenneberg
977,977,62673087,moerket ved besked
984,984,46601955,gurli gris elsker
987,987,51978978,efter dig
992,992,38454439,godnathistorier 12
1001,1001,48195997,jytte vender tilbage
1003,1003,54709161,gurli gris  min far
1007,1007,51197992,iqbal farooq paa bornholm
1019,1019,47253535,ingen venner hvad nu
1021,1021,46929519,drabelige dyr
1033,1033,48220657,geggo
1039,1039,51563808,flunkerne gaar paa museum
1047,1047,47140986,grydeklar
1048,1048,53999905,jytte fra marketing er desvaerre gaaet for i dag
1050,1050,29088918,uhyrernes hav
1067,1067,61572066,toebrud
1068,1068,53562590,de voksnes raekker
1073,1073,51619838,pi er en bi
1076,1076,54982046,carlsens godnathistorier
1081,1081,61352503,ting jeg har laert da det var for sent
1084,1084,50988090,forbrydelse og straf
1090,1090,54054467,de
1091,1091,47137268,tandsamleren
1094,1094,62122684,som man saar
1095,1095,47312485,peter pedal planter et trae
1107,1107,54154313,bjoernen
1123,1123,22052179,muldvarpen der ville vide hvem der havde lavet lort paa dens hoved
1125,1125,46778669,den dag leopold blev  misundelig
1144,1144,52557186,toner i natten
1154,1154,54871910,harry potter og de vises sten
1159,1159,53310583,godnathistorier 2
1167,1167,47169542,strik hver dag
1171,1171,27355242,balladen om den forsvundne mumie
1195,1195,53092497,kaerlighed for voksne
1202,1202,46999819,esport
1208,1208,54627823,disneys loevernes konge
1212,1212,51770137,after del 1
1215,1215,51689445,flunkerne i romerriget
1219,1219,47201918,roblox  hvor er nooben
1223,1223,51740653,italiensvej
1227,1227,47840686,tusind stjerner og dig
1230,1230,29088926,titanens forbandelse
1238,1238,52063531,den dag leopold blev  jaloux
1244,1244,52643759,dna
1247,1247,29129983,en fin tur
1266,1266,47080134,lasseleif  ferie som i firserne
1269,1269,29553165,roede orm 12
1271,1271,52405580,sommeren jeg moedte dig
1273,1273,52652219,harry potter og hemmelighedernes kammer
1275,1275,48921574,ryg mod ryg
1278,1278,38394495,hoejskolesangbogen
1291,1291,54945124,syv sind
1299,1299,29481873,lykkeper
1312,1312,61523057,nikis juleeventyr
1319,1319,28323344,den dag leopold blev bange
1320,1320,48787398,gurli gris store billedordbog
1322,1322,38892827,strik til sommer
1323,1323,54170297,motor mille paa maskintur
1334,1334,54862342,gurli gris i legeland
1338,1338,51088352,360
1340,1340,52009901,kaptajn underhyler og turbotoilettet 2000s tyranniske haevntogt
1342,1342,62175974,bluey  stranden
1344,1344,46141636,drabelige dyr
1346,1346,48921566,ind i stormen
1349,1349,28322968,den dag leopold blev ond
1353,1353,39471981,ronaldo
1363,1363,28816332,tuf er raa
1365,1365,54379226,det stoerste oenske
1370,1370,39594919,du kan alt bind 2
1372,1372,48185452,geggo
1374,1374,28785186,alfons med supersaekken
1381,1381,47220947,poelse vil ikke spise aftensmad
1385,1385,46239695,monster
1386,1386,53438032,lille virgil hjaelper en eneogalene stork
1390,1390,53222757,en oem taa
1391,1391,62072954,et afgoerende oejeblik
1392,1392,53548970,to smaa piger
1395,1395,55157197,anker finder ting
1396,1396,53518273,mugge  vejfesten
1408,1408,46014863,jeg vil savne dig i morgen
1424,1424,62175958,bluey  godnat flagermus
1425,1425,52557038,tarme i topform
1434,1434,51302265,en plus en
1444,1444,28816316,po og py
1450,1450,29704457,slaget i labyrinten
1452,1452,38841025,i skole med alfons aaberg
1456,1456,28836112,en flodhest i huset
1476,1476,38203525,det foerste juletrae
1478,1478,28816286,ti aal og en taa
1479,1479,47559073,anna elsa og den hemmelige flod
1482,1482,28322887,den dag leopold blev sur
1490,1490,61469605,vovserne redder adventure city
1491,1491,38660101,den store bog om paw patrol
1505,1505,52579988,naar voksne leger 2
1517,1517,48984703,pippi
1520,1520,46963482,anker siger fra
1521,1521,47749549,ottos ikkenoget historier
1526,1526,53516033,harry potter og fangen fra azkaban
1532,1532,53096697,den tyske pige
1533,1533,38332376,godnathistorier 11
1538,1538,47865352,dukken
1551,1551,48427022,sommer uden dig
1552,1552,46938763,youtubere
1554,1554,53072755,vitello bliver forretningsmand
1568,1568,61395032,haendelsen
1573,1573,38503545,kvinderne paa flanagans
1575,1575,23647737,finn herman
1591,1591,45965198,min bog om farlige dinosaurer
1596,1596,62362979,den nittende oe
1607,1607,38747118,disney  mine bedste godnathistorier
1608,1608,51986369,ser du maanen daniel
1610,1610,46503945,under en blodroed himmel
1611,1611,53571581,ravnens rede
1613,1613,38929577,bibliotekaren fra auschwitz
1616,1616,51980239,harry potter og hemmelighedernes kammer
1619,1619,61479198,gigantosaurus
1622,1622,51484606,broedrene karamazov
1625,1625,38702017,pottepatruljen
1626,1626,52226422,grib dagen
1632,1632,52599997,peter pedal og sparegrisen
1635,1635,53970168,anne fra groennebakken
1646,1646,38950657,florence graces to liv
1648,1648,47682843,en duft af appelsin
1649,1649,53048285,godnathistorier 3
1657,1657,47993989,airfryer opskrifter bind 1
1670,1670,29924708,simon skal i nulte
1675,1675,22579215,kender du pippi langstroempe
1677,1677,52646251,harry potter og det forbandede barn
1682,1682,28323433,den dag leopold blev forelsket
1686,1686,53399150,jytte fra marketing er desvaerre gaaet for i dag
1690,1690,46699165,neymar da silva santos junior
1692,1692,52579309,det der er vaerre
1699,1699,53512011,gummitarzan
1704,1704,38892703,vovserne faar superkraefter
1707,1707,48663664,vovserne moeder tracker
1716,1716,25719441,pippi langstroempe paa kurrekurredutoeen
1717,1717,47092183,harry potter og flammernes pokal
1720,1720,47162734,jens og marie
1727,1727,51842286,hambros alle 7913
1729,1729,48431305,astrid lindgren
1730,1730,28961723,mine hemmeligheder
1737,1737,48663672,vovserne paa glatis
1739,1739,53479472,star wars  hvor er wookieen
1743,1743,52963419,vitello
1744,1744,48039413,fis eller fakta
1745,1745,51870697,det store spring
1751,1751,38241869,meyers groenne proteiner
1757,1757,48639712,surdej
1774,1774,51317017,hr skaeg taeller
1776,1776,47678021,godnathistorier 8
1789,1789,48163246,vovserne redder fodboldkampen
1793,1793,54940548,totte  lotte foeler
1796,1796,48488277,haevnen er soed as
1800,1800,62256982,spidey og hans fantastiske venner  en panters taalmodighed
1801,1801,54551126,god bedring peter pedal
1815,1815,62027053,wimpy kid bind 16
1819,1819,38185322,det gennemsnitlige menneske
1827,1827,29782458,nissemaskinen
1832,1832,53127223,peter pedal og pyjamasfesten
1833,1833,61745238,i doedens haender
1835,1835,47027462,hej far kaere emil
1841,1841,54962282,disneys vidunderlige eventyr
1844,1844,48663699,vovserne redder byfesten
1845,1845,29570299,alfons leger med ord
1849,1849,38892673,vovserne redder dinoungerne
1851,1851,29130027,far og soen paa ferie
1852,1852,48907725,gurli gris  havfruefesten
1855,1855,47882451,aandemaneren
1856,1856,39022249,et forfoerende tilbud
1861,1861,48163238,vovserne redder dristige danny x
1865,1865,20708182,nej sagde alfons aaberg
1868,1868,54816529,karmaboy  klokkevaerk og kvindelejr
1878,1878,47230187,5 minutter i godnat
1880,1880,47694116,199 store maskiner
1881,1881,53826288,monster
1883,1883,39214008,laer at sy
1885,1885,39047306,sov godt
1888,1888,47677998,godnathistorier 4
1890,1890,38892614,vovserne redder prinsessens venner
1894,1894,51889460,expect no mercy
1895,1895,47962439,disneys frost 2
1897,1897,38427504,strik
1902,1902,54479816,de ustraffede
1908,1908,47917832,turen gaar til island
1910,1910,47678013,godnathistorier 6
1917,1917,52138116,vitello gaar til pigefoedselsdag
1921,1921,47962293,5 minutter i godnat
1929,1929,45942791,fortnite
1931,1931,62256931,spidey og hans fantastiske venner  med tredobbelt kraft
1941,1941,27580750,villads fra valby
1945,1945,47678005,godnathistorier 5
1947,1947,51770765,flunkerne tager til fest
1960,1960,39285754,vovserne fejrer foedselsdag
1966,1966,29955530,portraet af doeden
1970,1970,27355196,boevsedragernes hemmelighed
1973,1973,6220568,lykkelige alfons aaberg
1979,1979,47435277,frost
1980,1980,46278518,after del 1
1992,1992,46784456,fortnite
1995,1995,46992261,det rene guld
2003,2003,54951876,mbappe
2004,2004,48663702,vovserne redder en babyblaeksprutte
2005,2005,53971970,karmaboy  operation hundepoelse
